Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
1,1,15,0.0004296302795410156,1,{0}
2,3002,52,0.0063076019287109375,1,{1}
3,3001,86,0.006780862808227539,2,"{1, 2}"
4,4669,125,0.007451295852661133,2,"{1, 3}"
5,4615,179,0.009277820587158203,4,"{1, 2, 3, 4}"
6,8140,159,0.009557247161865234,3,"{1, 2, 3}"
7,10026,187,0.010499000549316406,3,"{1, 3, 6}"
8,13576,171,0.013535737991333008,4,"{1, 2, 5, 6}"
9,16178,262,0.013155698776245117,5,"{0, 3, 6, 7, 8}"
10,19651,242,0.015015840530395508,5,"{1, 2, 3, 4, 9}"
11,21547,298,0.017179012298583984,5,"{1, 2, 7, 8, 10}"
12,24403,255,0.015992164611816406,4,"{0, 10, 6, 7}"
13,26625,286,0.0172882080078125,5,"{0, 3, 8, 10, 11}"
14,26513,424,0.021573781967163086,6,"{7, 8, 9, 10, 11, 13}"
15,30311,353,0.018578767776489258,6,"{0, 6, 7, 8, 10, 11}"
16,32438,422,0.019936561584472656,6,"{6, 7, 8, 9, 10, 13}"
17,34614,399,0.020682096481323242,7,"{6, 10, 11, 13, 14, 15, 16}"
18,36081,423,0.021877050399780273,8,"{5, 9, 10, 11, 13, 14, 15, 16}"
19,40069,383,0.022176504135131836,7,"{1, 5, 6, 7, 9, 13, 18}"
20,43522,377,0.024506330490112305,7,"{5, 7, 9, 10, 11, 14, 19}"
21,46241,435,0.02773571014404297,8,"{4, 7, 8, 9, 10, 13, 19, 20}"
22,47557,445,0.02572035789489746,8,"{4, 5, 6, 7, 9, 10, 13, 17}"
23,51761,464,0.025995969772338867,9,"{4, 6, 7, 8, 9, 11, 13, 15, 21}"
24,55672,487,0.027345657348632812,8,"{3, 10, 11, 13, 15, 16, 18, 23}"
25,54364,448,0.029987573623657227,7,"{3, 6, 10, 12, 13, 17, 22}"
26,58200,462,0.027960538864135742,8,"{3, 5, 9, 10, 11, 15, 19, 22}"
27,62612,548,0.03153586387634277,9,"{6, 7, 10, 11, 14, 18, 20, 22, 23}"
28,67342,500,0.029759883880615234,8,"{6, 7, 10, 12, 13, 16, 20, 23}"
29,69324,476,0.02976536750793457,7,"{3, 6, 10, 13, 15, 18, 25}"
30,72297,522,0.03078460693359375,8,"{5, 7, 10, 13, 15, 17, 23, 25}"
31,74741,527,0.031116247177124023,8,"{5, 7, 9, 10, 13, 18, 23, 29}"
32,77566,522,0.03253960609436035,9,"{7, 13, 14, 18, 20, 22, 23, 25, 28}"
33,82523,578,0.03567218780517578,10,"{2, 3, 4, 7, 10, 15, 25, 28, 29, 30}"
34,87827,588,0.03496122360229492,9,"{32, 4, 6, 7, 11, 13, 20, 25, 29}"
35,90019,566,0.044496774673461914,11,"{32, 2, 3, 4, 7, 9, 11, 15, 16, 19, 22}"
36,93405,569,0.03715944290161133,9,"{32, 34, 10, 14, 22, 23, 27, 29, 31}"
37,93986,592,0.03621411323547363,9,"{32, 3, 9, 10, 13, 18, 22, 28, 29}"
38,98812,654,0.03781771659851074,11,"{2, 3, 37, 6, 10, 13, 18, 20, 23, 25, 28}"
39,101422,610,0.038410186767578125,10,"{33, 3, 37, 8, 11, 22, 23, 25, 29, 31}"
40,103873,654,0.04122567176818848,10,"{32, 35, 3, 7, 9, 10, 22, 23, 26, 31}"
41,110320,749,0.0404665470123291,12,"{32, 3, 39, 7, 10, 11, 20, 22, 25, 28, 30, 31}"
42,115789,807,0.042505741119384766,12,"{32, 3, 37, 7, 40, 9, 11, 13, 20, 23, 25, 30}"
43,115856,603,0.04188203811645508,11,"{33, 34, 3, 37, 8, 40, 10, 11, 42, 19, 29}"
